id,createTime,endTime,state,type

91199701,2026-08-09 03:28:08.384000,2026-08-09 03:29:14.523000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91187625,2026-08-09 02:32:10.591000,2026-08-09 02:33:28.210000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91160209,2026-08-09 00:28:08.313000,2026-08-09 00:29:38.097000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91160307,2026-08-09 00:28:08.432000,2026-08-09 00:29:30.435000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91159419,2026-08-09 00:24:08.715000,2026-08-09 00:25:12.710000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91158541,2026-08-09 00:20:08.349000,2026-08-09 00:21:14.408000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91157569,2026-08-09 00:16:08.346000,2026-08-09 00:17:26.709000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91157644,2026-08-09 00:16:08.491000,2026-08-09 00:17:25.285000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91156741,2026-08-09 00:12:10.175000,2026-08-09 00:13:29.625000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91155852,2026-08-09 00:08:09.027000,2026-08-09 00:09:30.175000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91154915,2026-08-09 00:04:08.549000,2026-08-09 00:05:43.822000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91153941,2026-08-09 00:00:08.002000,2026-08-09 00:01:29.832000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91153059,2026-08-08 23:56:07.937000,2026-08-08 23:57:05.178000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91152172,2026-08-08 23:52:09.379000,2026-08-08 23:53:04.828000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91151284,2026-08-08 23:48:07.848000,2026-08-08 23:49:21.143000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91150398,2026-08-08 23:44:07.935000,2026-08-08 23:45:09.532000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91149516,2026-08-08 23:40:08.186000,2026-08-08 23:41:23.959000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91148635,2026-08-08 23:36:07.736000,2026-08-08 23:37:30.152000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91147754,2026-08-08 23:32:10.634000,2026-08-08 23:33:32.295000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91146864,2026-08-08 23:28:08.319000,2026-08-08 23:29:30.786000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91145986,2026-08-08 23:24:07.718000,2026-08-08 23:25:28.326000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91145073,2026-08-08 23:20:07.946000,2026-08-08 23:21:39.161000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91145092,2026-08-08 23:20:07.965000,2026-08-08 23:21:10.175000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91144221,2026-08-08 23:16:08.135000,2026-08-08 23:17:27.264000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91143334,2026-08-08 23:12:14.898000,2026-08-08 23:13:24.783000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91142449,2026-08-08 23:08:08.304000,2026-08-08 23:09:11.226000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91141592,2026-08-08 23:04:08.403000,2026-08-08 23:05:08,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91141061,2026-08-08 23:00:50.493000,2026-08-08 23:02:20.685000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_VALIDATION


Use "kaggle competitions replay <episode_id>" to download a replay, or "kaggle competitions logs <episode_id> <agent_index>" for agent logs.
