id,createTime,endTime,state,type

91171768,2026-08-09 01:20:09.578000,2026-08-09 01:21:40.110000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91130530,2026-08-08 22:12:10.488000,2026-08-08 22:13:38.907000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91124245,2026-08-08 21:44:04.840000,2026-08-08 21:45:34.032000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91120915,2026-08-08 21:28:05.570000,2026-08-08 21:29:06.970000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91113043,2026-08-08 20:52:08.181000,2026-08-08 20:53:37.381000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91112137,2026-08-08 20:48:05.874000,2026-08-08 20:49:35.063000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91111242,2026-08-08 20:44:05.884000,2026-08-08 20:45:29.595000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91110340,2026-08-08 20:40:05.720000,2026-08-08 20:41:19.642000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91109430,2026-08-08 20:36:06.039000,2026-08-08 20:37:31.233000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91108540,2026-08-08 20:32:08.006000,2026-08-08 20:33:36.695000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91107637,2026-08-08 20:28:05.892000,2026-08-08 20:29:51.248000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91106731,2026-08-08 20:24:06.087000,2026-08-08 20:25:15.695000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91105845,2026-08-08 20:20:05.575000,2026-08-08 20:21:32.359000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91104948,2026-08-08 20:16:06.116000,2026-08-08 20:17:26.836000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91104074,2026-08-08 20:12:06.885000,2026-08-08 20:13:38.178000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91103178,2026-08-08 20:08:05.855000,2026-08-08 20:09:35.089000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91102306,2026-08-08 20:04:05.625000,2026-08-08 20:05:15.064000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91101423,2026-08-08 20:00:05.670000,2026-08-08 20:01:44.321000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91100035,2026-08-08 19:55:07.245000,2026-08-08 19:56:56.089000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_VALIDATION


Use "kaggle competitions replay <episode_id>" to download a replay, or "kaggle competitions logs <episode_id> <agent_index>" for agent logs.
