id,createTime,endTime,state,type

91133138,2026-08-08 22:24:05.671000,2026-08-08 22:24:58.507000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91126185,2026-08-08 21:52:08.835000,2026-08-08 21:53:17.144000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91097372,2026-08-08 19:39:59.872000,2026-08-08 19:41:17.575000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91085980,2026-08-08 18:47:58.577000,2026-08-08 18:48:53.252000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91085099,2026-08-08 18:43:58.577000,2026-08-08 18:44:56.269000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91084220,2026-08-08 18:39:59.024000,2026-08-08 18:41:14.855000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91083300,2026-08-08 18:35:58.525000,2026-08-08 18:37:11.309000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91082419,2026-08-08 18:32:00.976000,2026-08-08 18:33:26.486000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91081547,2026-08-08 18:27:58.624000,2026-08-08 18:29:08.311000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91080649,2026-08-08 18:23:58.786000,2026-08-08 18:24:54.552000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91079755,2026-08-08 18:19:58.653000,2026-08-08 18:21:10.791000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91078879,2026-08-08 18:15:59.703000,2026-08-08 18:17:17.285000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91077971,2026-08-08 18:12:01.522000,2026-08-08 18:13:22.219000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91077084,2026-08-08 18:07:58.994000,2026-08-08 18:09:10.218000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91076191,2026-08-08 18:03:59.391000,2026-08-08 18:05:18.579000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91075330,2026-08-08 17:59:58.909000,2026-08-08 18:00:54.135000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91074433,2026-08-08 17:55:58.801000,2026-08-08 17:57:19.420000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91073024,2026-08-08 17:51:35.919000,2026-08-08 17:52:47.641000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_VALIDATION


Use "kaggle competitions replay <episode_id>" to download a replay, or "kaggle competitions logs <episode_id> <agent_index>" for agent logs.
