id,createTime,endTime,state,type

91337981,2026-08-09 13:48:09.986000,2026-08-09 13:49:36.023000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91325985,2026-08-09 12:56:07.751000,2026-08-09 12:57:36.822000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91323460,2026-08-09 12:44:08.441000,2026-08-09 12:45:29.966000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91299082,2026-08-09 10:56:08.042000,2026-08-09 10:57:15.894000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91285083,2026-08-09 09:52:10.179000,2026-08-09 09:53:32.416000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91254768,2026-08-09 07:36:09.034000,2026-08-09 07:37:24.079000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91246792,2026-08-09 07:00:08.790000,2026-08-09 07:01:15.807000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91245897,2026-08-09 06:56:08.587000,2026-08-09 06:57:16.505000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91244998,2026-08-09 06:52:11.248000,2026-08-09 06:53:38.837000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91244063,2026-08-09 06:48:07.990000,2026-08-09 06:49:38.123000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91243167,2026-08-09 06:44:07.916000,2026-08-09 06:45:19.483000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91242269,2026-08-09 06:40:07.827000,2026-08-09 06:41:27.962000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91241379,2026-08-09 06:36:07.784000,2026-08-09 06:37:25.066000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91240461,2026-08-09 06:32:12.631000,2026-08-09 06:33:33.770000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91239571,2026-08-09 06:28:07.884000,2026-08-09 06:29:13.867000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91238674,2026-08-09 06:24:07.894000,2026-08-09 06:25:40.663000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91237771,2026-08-09 06:20:07.901000,2026-08-09 06:21:12.984000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91236911,2026-08-09 06:16:08.015000,2026-08-09 06:17:35.972000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91235980,2026-08-09 06:12:09.686000,2026-08-09 06:13:18.488000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91235082,2026-08-09 06:08:08.928000,2026-08-09 06:09:33.991000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91234198,2026-08-09 06:04:07.919000,2026-08-09 06:05:26.691000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91233309,2026-08-09 06:00:07.905000,2026-08-09 06:01:08.107000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91232419,2026-08-09 05:56:10.729000,2026-08-09 05:57:40.111000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91231520,2026-08-09 05:52:10.608000,2026-08-09 05:53:19.943000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91230603,2026-08-09 05:48:07.516000,2026-08-09 05:49:18.901000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91229719,2026-08-09 05:44:07.488000,2026-08-09 05:45:18.044000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91228843,2026-08-09 05:40:07.909000,2026-08-09 05:41:11.842000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91227955,2026-08-09 05:36:07.981000,2026-08-09 05:37:13.213000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91227049,2026-08-09 05:32:08.680000,2026-08-09 05:33:17.016000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91226389,2026-08-09 05:28:08.030000,2026-08-09 05:29:40.028000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_PUBLIC

91224773,2026-08-09 05:23:55.848000,2026-08-09 05:25:01.474000,EpisodeState.COMPLETED,EpisodeType.EPISODE_TYPE_VALIDATION


Use "kaggle competitions replay <episode_id>" to download a replay, or "kaggle competitions logs <episode_id> <agent_index>" for agent logs.
